feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature 12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,Fearure_20,feature_20,class
-0.175596517,0.374193035,0.069341996,0.17456487,-0.034525827,0.079479405,-0.305114342,0.105396278,0.555826028,-1.297728376,1.176010985,0.523727765,-0.26233439,0.824595662,-1.428137707,-0.762552821,-0.246327427,-0.148867824,0.063127936,0.201082278,C,Z,1
-0.244859647,0.148536484,0.379457739,0.369872428,0.13193,-0.253893053,-0.006408474,-0.43240646,-0.040606232,-0.989650966,0.437506203,2.184230602,0.101638111,0.247248766,0.388043686,0.465505927,-0.289325527,-0.163907655,0.145982931,-1.069813782,B,X,1
1.059750582,0.85316524,0.802839238,1.229205515,0.966323016,1.217907317,1.032559324,0.700553521,1.015392329,0.373653406,-0.349424951,1.675918788,0.680953918,0.18893626,0.306507581,0.637992925,0.594335224,1.005185425,0.642743081,0.502941889,A,X,0
-0.064464094,-0.392525138,0.01457482,-0.192530202,0.004021293,0.155387341,-0.148497356,0.180418262,1.484641862,-0.51029116,-0.800175299,0.356477105,0.432936294,0.94542021,-0.27006952,-0.161676835,-0.302981492,0.035092926,0.537136649,0.460377283,C,X,1
0.044936945,-0.109911427,-0.202119644,-0.006785045,-0.476861358,0.140628039,-0.067563019,0.396740827,-1.492102017,0.569289323,-0.592799233,-1.062240317,-0.330510941,0.15457886,0.213884472,-0.37705624,0.609715541,0.437057041,0.427594527,0.599241176,B,Z,1
1.411241426,1.114411488,1.050513769,1.070074043,1.192781387,0.837120363,0.934692829,1.166099627,-0.977938836,-0.040204735,-3.321114556,-0.715967223,0.001469836,0.279837158,0.710486391,0.284124412,0.377841481,0.519748381,0.804046312,0.917417869,A,Z,1
-0.42437098,0.119445644,0.074669712,-0.113115274,0.001472536,0.172849677,-0.134581066,0.159286073,-0.344983162,0.949641499,1.548008221,-0.902317155,0.779314009,-0.144960577,0.108152706,0.122227225,-0.49887814,-0.353426701,0.113854559,0.280421643,A,X,1
0.505386485,0.192970327,-0.447646247,0.060340002,0.198756443,-0.48073372,0.037398042,-0.264015438,-2.156445377,0.045960936,-0.850782749,0.083345351,0.153394981,-0.577318474,0.083009424,-0.360194179,-0.48269808,0.065178601,-0.652756219,0.000580493,A,Y,0
0.239009326,0.414816534,0.018350497,-0.052531904,0.089478787,-0.350475419,-0.406470753,-0.0636317,-1.118523484,0.046637367,0.035371417,-0.496876127,0.22242911,1.074119601,-0.017878822,0.590914147,0.14141408,-0.61328029,0.028122669,0.505647724,A,X,0
0.754846867,1.078483193,0.93149016,1.103389303,1.437018979,1.172508697,0.685716,0.689392944,0.033023307,-0.304344871,-0.113824772,-0.261945006,1.431379843,1.112319366,0.521711704,0.737301962,0.621297969,-0.115934344,1.03052093,0.946533913,B,Z,1
0.006816694,-0.17975681,0.08826143,0.032858953,-0.119964405,0.107482401,-0.023530986,0.003999097,0.383455015,-1.332449781,0.214463267,0.250514204,1.31265279,0.760332086,0.183764524,0.781980668,-0.397041853,-0.450782748,-0.442018187,-0.637926602,D,X,1
1.30026673,1.165946484,1.025235581,0.923011422,1.230053479,1.061290173,1.139892849,0.658808181,-0.426571253,-0.750022682,1.520640096,-0.832863275,-0.003981117,-0.140306073,0.509629484,0.577829149,0.542398865,0.565556098,-0.172170236,-0.001736044,B,Z,1
1.184926737,0.971096266,0.827922998,0.993759302,0.909317178,0.873813833,0.644463808,0.899269948,1.073412702,-0.305499463,0.432850403,-1.878980945,0.763719326,0.394582641,0.483672048,0.519654599,0.591067436,0.109321152,0.269738289,0.641661796,B,X,0
1.111246002,1.307586384,0.919384802,0.987784866,0.895284802,0.980338031,1.019486822,1.201282208,-0.907326559,0.177908391,-2.026577777,-0.720153977,0.709107539,0.217848527,0.883525109,0.452424744,-0.110475285,0.799720508,0.295417465,0.350667305,A,Z,0
1.180786968,1.011604547,0.704111155,0.565685719,1.07653071,0.875545955,0.979602669,1.02717118,1.136455574,0.835333435,1.295927862,2.969509508,1.116141915,0.531089615,1.146966762,-0.284888342,0.664267377,0.738132509,0.750166604,0.812560228,C,Y,1
0.943864985,1.417907744,0.849512953,1.098301129,1.36028602,0.947338439,1.07193617,1.224237629,-0.377531149,-0.200571181,0.510252222,-0.329798257,1.064478368,0.065584256,0.816075815,-0.020233654,1.32725664,0.30812351,0.197215172,0.380877849,A,Y,1
0.359537305,-0.005304252,0.051550508,-0.415562364,0.142282116,0.230529621,0.153806331,0.065398903,1.167217733,-1.998344967,0.325251676,-0.072822433,-0.039054505,0.20832953,0.618575488,0.59518071,0.52665514,-0.391654378,0.135231754,0.688683289,C,X,1
1.091836016,0.849568719,0.740776667,0.822950263,0.869868035,1.388449119,0.773570172,0.872438261,-0.299069085,1.676454962,-0.080815573,1.111631474,-0.517177934,0.234470415,0.290875542,0.775530062,1.108774011,0.66101024,1.331353008,-0.236920448,C,Y,1
-0.120442412,0.485343297,0.27529929,0.074042378,-0.073048195,0.016488353,0.211634019,0.012157075,1.408619493,-0.267317023,0.186093021,-0.650793655,0.195096305,0.591447469,-0.39192087,-0.598583296,-0.769812847,0.139229395,0.374060016,0.440680743,A,X,1
0.766016633,0.750856525,0.990194132,0.95622675,0.753513752,0.89667716,0.852787269,1.066416292,-1.28950007,-1.819051015,0.625932096,-1.120198801,-0.002777986,-0.244968102,0.472204738,-0.619895815,0.730394424,0.755339442,0.389198305,1.539078309,C,Z,0
0.0355402,-0.281263493,0.174903415,-0.030064092,0.055816772,-0.246508062,0.240386334,-0.077222555,-0.734671094,-0.457676993,-1.246561966,-0.079849153,0.570447989,1.153844114,0.528015186,-0.223227239,0.522263215,0.004137247,-0.118906941,0.236048346,A,Y,0
0.68868362,1.12315423,1.155031099,0.927376668,1.008257491,0.744329474,1.16014039,0.983460451,-0.335785939,-0.656835469,-0.552924016,-0.010939052,0.700569131,0.283244089,-0.348548072,0.834537627,0.86617404,0.098030812,1.114057647,1.163595611,A,Z,1
0.792018815,1.328534591,1.072283463,1.048624692,1.040330581,1.212570739,0.922474033,0.603832706,-0.343191569,-0.546264009,-1.874865656,-1.167500824,-0.564324562,1.638844463,1.430957439,1.610601697,-0.142472331,1.127661595,0.621122116,0.240581479,A,Z,1
1.412300715,0.944207414,1.163100204,0.83896565,0.974290741,1.199453114,0.896776672,1.107091749,1.242826893,-1.487374446,-0.475484741,0.919261092,-0.214663235,0.173701045,1.472008825,0.788602826,0.210406929,0.935852566,0.681092161,1.069620909,A,Z,0
1.098490253,0.794464972,0.780539494,1.165645938,1.106195132,0.890962751,1.087425356,1.293042101,-0.74149825,-0.238605532,-0.207161689,-0.108848625,0.518301828,0.315558449,0.02096031,0.930548995,0.663281508,0.938379995,0.637268094,0.205647583,C,Y,0
-0.050166603,-0.229652658,0.409372439,0.175233833,0.223709989,0.036397977,0.235997706,-0.008183507,1.355805339,0.193661765,1.530185624,-1.866448153,0.229737529,0.569140722,0.508897985,0.354514888,0.008353692,0.050473485,-0.780521288,0.108178267,A,Y,1
0.969988883,1.034668333,0.98018114,1.076261922,1.206776211,0.996686318,1.006854363,0.710700359,0.248893969,-0.614944103,-1.325281372,0.367360349,0.443061696,0.881972682,-0.361523015,0.050754757,0.171614821,1.391959303,-0.098527502,-0.457002914,C,Y,0
-0.140024163,0.047849373,-0.012837635,-0.322313472,0.282837458,0.016397763,-0.14343638,0.25784061,-0.123892363,1.046954534,-0.259721171,-0.611693122,-1.289146425,0.841331457,0.41048357,0.594030938,0.542959206,-0.321576999,-0.768229852,-0.114108767,D,X,0
0.661408637,0.678467795,0.706642962,0.998142288,0.739682403,0.968595034,1.237415536,1.320019569,1.257613113,-0.077922736,0.262016574,-1.98731023,0.399873087,1.24597153,0.56296191,-0.228636829,0.373559967,1.555806609,0.824400908,0.440420365,A,X,1
-0.097887889,-0.246869774,-0.121373036,-0.368758717,-0.170477353,0.134458682,-0.14579185,0.257116447,0.981149716,-1.199204325,-0.481717051,-0.331499388,-0.513355246,0.382093808,0.444470003,-0.354959566,-0.38274061,0.188809203,-0.207725242,0.67685492,C,X,1
0.005951228,0.00426233,0.060221468,-0.203175765,0.147836099,-0.129872964,0.246140581,-0.366741154,1.187713384,-1.183085515,1.222807922,-1.491079924,0.803509504,-1.302788378,-0.179223095,0.738057437,-0.58552052,-0.352992583,0.671397658,-0.015697969,C,Y,1
1.130464576,1.000041413,1.231814813,1.140140122,0.58510273,1.000395369,1.002433936,0.874155865,1.278280947,0.450812336,1.455401338,0.655078018,1.098381612,0.343023907,0.249381021,0.045767831,0.73686583,0.15056691,0.717103589,0.146578327,D,Y,0
0.846005354,0.733937275,0.853368761,1.439244628,0.688242601,1.128460247,1.00300555,0.920034653,-0.991091135,0.631418606,-0.096384636,-0.663092174,0.41561403,0.368512543,-0.162430652,0.084882683,0.463263473,0.115902882,0.84699162,0.937046701,D,X,1
0.024534063,-0.120948933,-0.155970589,-0.069032941,-0.254190344,-0.161944967,-0.179531877,-0.284269989,-2.801911569,0.462154096,-0.804361502,0.291283666,0.349725045,-0.287745107,0.122299035,-0.520502609,0.031591834,1.158676883,-0.448965447,-0.223605368,A,Z,0
1.093754851,1.086591965,1.062626428,1.116862833,0.665766046,0.926136246,1.094101969,1.385257171,-0.125746297,0.448413249,1.29625671,-0.758163819,1.062047947,-0.272227455,0.32265982,1.336494851,-0.097341734,1.605621475,0.506827832,0.633223038,B,X,0
-0.007407359,-0.048299489,-0.245688766,0.24049025,-0.071194817,0.064807289,-0.203773991,0.228441479,0.165859027,-0.3074609,-0.070029777,1.268807656,-0.270381677,-0.516321349,-0.064275517,0.268243864,-0.085455027,0.484372311,0.168786867,-1.404362296,A,X,1
1.294234065,1.223479763,0.663468261,1.198889475,1.086326326,0.965665269,1.094096599,0.9631422,-0.809346685,0.143405961,-1.109609368,-0.844677263,0.487584843,0.875781613,-0.348158118,0.13043172,-0.508147155,0.951583796,1.34222317,0.342468195,C,Y,1
0.632758925,1.156678102,0.933975981,0.90847335,0.756620658,0.791960258,1.215044308,1.030331454,0.428352914,-0.093609023,-0.523704283,0.245819222,1.092149716,0.7966683,0.499934157,0.158729977,0.182369308,1.195362965,0.434964579,0.808919109,C,Z,1
0.237678655,-0.161174013,-0.037465804,-0.03925613,0.193565205,0.064258294,-0.325462346,0.079808828,-0.6484692,1.712711411,-0.885668184,-0.62359688,0.421775146,-0.256246695,-0.23809958,0.449914748,0.100533495,-0.491046203,-0.724265471,-0.501270981,A,Z,1
0.966575657,1.045061584,1.454486944,0.889382037,1.137586594,1.027038068,0.909801197,0.942369948,1.542547211,0.251003543,-1.679502793,-0.776862099,-0.133269414,0.595961003,-0.097787664,-0.261721029,0.015283778,0.304003188,0.470992453,0.609800841,C,Z,1
1.298145227,0.92859416,1.114814244,1.039884797,1.238662201,0.942284977,1.279086816,1.142496353,0.871702586,-0.150328374,1.100392892,0.670687171,1.6922989,-0.035254067,-0.213241578,0.672000053,0.621913463,0.022645083,0.17212437,1.05210726,C,X,0
0.935930538,1.127083606,0.909768228,0.896461485,1.031065,0.970531955,1.258092148,1.424198713,-0.194491485,-0.714807259,-1.33191311,0.638184041,0.329347743,0.291842371,0.005042343,0.851746761,0.586079335,0.492626141,0.127060747,0.020648135,D,X,0
0.591653026,1.150858266,1.120423664,0.905747252,1.136644603,1.061277896,1.192469034,0.995142701,0.89184058,0.191450716,0.778774308,-1.451103986,0.20512038,-0.085331265,0.956695545,0.81847627,1.135959152,1.012175895,1.347681747,0.265669745,B,Z,0
0.863789669,0.411922273,0.986273191,0.779546052,0.983790807,1.000151101,0.989691558,1.128937961,1.479481762,0.701389894,-0.182040431,-1.450016356,0.916200269,0.868418562,0.368591588,-0.034023569,0.405250212,0.017064183,1.217838552,0.307708778,A,Z,0
0.07993759,-0.100594954,0.139080495,-0.387350541,0.151133168,0.156829283,-0.356125135,0.037614671,1.434177037,0.486741502,-1.385360518,-0.853920298,1.593287456,-0.20710539,-0.321360797,-0.20635964,0.308810333,-0.448234719,-0.231415262,-0.637425786,B,Z,1
1.063956387,0.727365199,0.876471665,0.514721586,0.881743042,1.191507433,1.198238223,1.018224973,0.346527018,-0.017862155,-0.616027544,0.79988729,-0.392870641,1.059084274,0.897320602,0.315141658,0.157263574,0.731730178,0.702514802,-0.438345166,C,Y,0
0.829895909,0.752467516,1.204706129,1.232567716,0.850380787,1.119820666,0.769663778,0.779045065,0.258930428,-0.845689311,-1.509993171,-0.161864765,-0.053591635,0.437103686,0.792535101,0.977930303,0.06653738,0.383432034,0.810628047,0.821956505,B,X,1
1.055798832,0.986773477,0.895110373,0.903646806,0.898598268,0.760666882,1.311039707,0.590512563,0.269052693,-2.740426422,-0.127158597,-0.072347475,1.110582875,0.319282902,0.256389529,-0.023592178,0.838574987,0.246154011,-0.644613632,0.500956468,C,X,1
1.244206739,1.035042284,1.100548961,0.902458925,0.850811575,0.930368521,1.197079942,0.953278608,1.029604361,-0.41126043,1.316344838,0.003197991,0.282403334,0.752046916,0.503462361,0.540356863,0.560174958,0.265825656,0.532051282,0.113917657,D,X,1
0.995726541,0.79722081,1.046557349,0.785961687,0.790894103,0.939422951,0.693463206,0.919758159,-0.317102833,-0.438427367,0.171187144,-0.087553546,0.525456848,1.160605563,-0.937886714,0.92786766,1.328161254,0.202793151,0.117173357,1.000401522,B,Z,1
1.213096075,0.802564095,0.614465484,0.763193888,0.944098507,0.946952492,0.891278621,1.046851853,0.267475389,1.108444602,1.705362357,0.662306897,1.131769505,0.585005109,0.661877534,0.871504847,0.82795957,-0.353431281,0.100907053,0.087788356,A,Z,1
0.849316426,1.207049867,1.02781208,1.117059887,0.564406454,1.150991753,1.166635886,0.749319656,0.80835955,0.579076301,-0.280282713,-0.097620696,0.184777405,0.186749892,0.890504477,0.16350639,1.210946544,0.582520318,0.94010707,0.547632032,D,Z,1
0.174013546,0.008183835,-0.060171949,0.311757837,-0.007978877,0.096117352,0.262814996,-0.35137374,1.062167448,-0.671307591,0.032863374,-0.456168347,0.436045098,-0.117990049,-0.160084754,0.602337968,-0.142547758,0.180290008,0.015708737,-0.228715419,D,X,0
0.895427995,1.282186476,0.987599198,1.097512059,1.15959891,1.006875062,0.99754031,0.955813655,0.335847265,-0.600747931,0.280891127,-0.002246202,-0.233959089,0.346655892,1.278839636,0.369106163,1.008573837,0.864684898,0.380691486,0.081129163,C,Z,1
0.985679748,1.065348953,0.636404155,0.780275915,0.635847944,1.149072145,0.904624708,0.789912474,0.697238046,-0.43884999,0.491003946,0.588137951,0.274312384,0.492156017,0.092897661,0.572058181,-0.492064033,0.963499814,-0.218772891,0.527319721,B,X,0
1.10278157,1.124413998,1.186625614,1.02526284,0.979006458,0.774030029,1.088979179,0.979237503,1.203578055,0.521215791,0.42881118,-1.386489421,0.01911879,1.048537653,1.086950466,1.034080517,0.167516744,0.20447714,0.331924999,0.748183122,C,X,0
-0.04495308,-0.078402528,-0.027399098,-0.112152181,0.006805917,-0.144194022,0.283891136,0.256820939,-0.331864862,-0.215388289,0.25203398,-1.355541861,-0.287654304,-0.347914973,-0.822756123,0.320812616,-0.0322111,-0.411674769,0.19790247,0.532707389,D,Z,1
-0.0932073,-0.083473363,0.4191687,0.148491783,-0.032083876,-0.137134984,-0.105799683,0.253266054,0.820143594,-1.622974962,0.971344285,-0.703156462,0.219834861,-0.115432056,-0.175837121,-0.58790549,-0.542235312,-0.046976183,-0.527550815,-0.411821565,D,Y,0
0.029342737,0.319729434,0.34493933,0.14210982,-0.224009484,0.216302817,-0.225130994,-0.024117438,0.304492202,-0.270270368,-0.687784295,0.279240101,-0.093074109,-0.642185988,-0.325852074,-0.406292257,0.632025085,0.497259058,-0.090867122,-0.064064207,B,Y,1
0.004158742,0.240015791,0.067228993,0.084356015,0.022678878,-0.353077517,0.198859765,-0.213704151,0.56975892,0.288150042,-0.590214612,0.783660474,0.683373368,-0.808810729,0.528020803,-0.049436313,-0.599641211,-0.074211324,0.416055109,-0.113299582,A,X,1
0.877646182,0.94876405,0.633771024,0.995153433,1.090413568,1.174430621,1.208011578,0.931332965,0.399996553,-1.572230544,-1.431114143,-1.085173678,0.293919427,1.105819813,1.356153864,0.750624543,0.762432496,0.165925404,1.010862634,0.567193721,B,Y,1
0.702887925,0.821761555,1.162830352,0.641378709,0.950449516,1.136832642,1.035705834,1.030281479,0.06573766,0.205486428,-0.339088295,0.703964677,0.192788238,-0.020943466,0.980370006,0.812538399,0.274031931,0.663909358,1.836078371,0.952374902,C,X,0
0.758061051,1.139107552,0.781567273,1.339887197,1.095117687,1.27840775,0.724873182,1.01130213,0.225269722,0.516163023,-0.796781233,-0.365780745,0.527698456,1.16696782,0.519932104,0.359565377,1.832307246,1.082355393,1.059783058,1.21787003,A,Z,0
1.122703595,1.041931883,0.898038661,1.319707622,1.257615145,0.606888822,0.768611721,0.674975748,0.295224758,-1.704621958,0.365169001,-1.403616211,0.206514507,0.869879645,0.392748717,1.336871877,0.338969302,0.384061012,0.539536929,0.458580811,B,Z,1
1.288023443,1.017916136,0.94822912,1.072623126,0.952857751,1.025180278,1.107495741,0.907938647,-1.545056407,0.501129276,-0.170223792,0.046461273,0.187613709,0.413092575,0.399777509,1.109332605,0.114940446,0.000406549,0.883251884,0.971087152,C,Z,1
1.213334938,0.912722822,1.153641443,0.840011899,0.886110045,0.720184314,0.75110271,0.76116267,-0.93583123,-0.363175559,-0.029803782,-0.912678761,-0.165324542,0.450984464,0.785641527,0.821053879,0.672543093,0.386619602,0.026979991,0.133196027,C,X,1
0.808112153,0.937294063,1.325833273,1.415013008,0.877092243,1.161409283,1.090245203,0.796800914,2.171802667,-0.062136066,-0.915632296,-0.552750787,0.313612103,1.093525575,-0.055925353,0.393161415,1.34775791,0.294271745,1.355387889,-0.060424634,C,X,1
-0.056356922,0.003769925,-0.073301404,0.096181619,-0.210124664,0.272426481,-0.087152899,-0.229941495,-1.245051224,-0.65313739,-0.595305698,0.123018674,-0.550071208,-0.659138146,-0.420753729,-0.154128315,0.052023241,-0.080332424,0.143550319,-0.276715623,A,Z,1
0.115926635,-0.181551236,0.081610569,-0.049723171,-0.035222487,0.051450684,0.220744003,-0.217738682,1.123427287,-0.219412321,1.491166404,1.359385223,0.18885588,0.623164906,0.013170644,0.564001313,-0.27220051,1.469094034,0.321617709,0.721289086,D,Y,0
0.972308803,1.015191054,1.339144576,1.237719365,0.992682005,0.923847319,0.878864,0.849917974,0.381244655,-1.266631995,0.58843618,-1.537026001,0.304555866,-0.067506049,-0.274130834,0.379895564,0.138849906,0.975638694,0.330397617,0.601299262,B,Z,0
0.798053859,0.550622133,1.229288174,1.031617845,0.651445605,1.265633211,0.867833153,0.960388047,-0.45144539,0.50011283,0.867394493,-0.79661257,0.255266502,-0.398495824,1.424469309,0.209918139,-0.294494801,0.690960835,0.003087356,-0.021749748,A,Y,1
0.061766603,-0.183238383,-0.095529117,-0.098993096,-0.088369785,-0.054568909,-0.091605037,-0.351101118,-0.173544418,0.45564691,-0.581580763,-0.195593237,0.411055424,-0.084069823,0.918971015,0.381031937,-0.019084793,-0.309811877,0.259256417,0.225299166,B,X,0
1.056238285,0.984809795,1.121649238,0.967873776,0.74528289,1.026499429,0.950655115,1.252771188,0.044569611,0.909962541,0.334374747,0.370851893,1.073901396,1.229442694,1.385320936,0.753966335,0.908301785,0.769481536,0.574265508,1.383121205,C,Z,0
1.08800289,1.528868669,1.175209359,1.012017199,0.908047077,1.334688377,1.175792795,0.962061301,0.626877064,0.059909774,0.247846282,-0.375928245,1.066844249,0.603919192,1.052087578,0.832553026,0.286509814,0.74279696,0.309765732,1.114258803,A,X,1
1.192817434,0.885279645,1.088600426,0.922351389,1.01004554,0.770568098,1.103228808,0.975512802,-0.531411401,-0.475534447,-1.343209391,0.434068487,0.74135638,0.78190828,1.390226376,0.534411829,0.677386434,-0.230142953,-0.399919768,0.408650114,B,X,1
-0.029520517,-0.183737302,-0.247810541,-0.17569476,0.04209926,0.251069956,-0.088054927,0.276638903,-0.596972028,0.815594245,-1.570475045,1.088092463,0.60494698,0.457586075,-0.737806373,1.039578349,0.517399565,-0.60240717,-0.146846263,0.145504814,B,Z,1
1.149250713,0.774646506,0.773986132,0.718636998,0.769301515,0.420097224,0.928401913,0.944325406,-1.537707809,2.322609225,0.336601428,-1.807589649,-0.106370307,0.284499447,0.896452686,0.398350878,0.547369238,0.607007195,-0.295215129,0.626164987,D,Z,1
1.187656761,1.380238137,1.036766903,0.722291489,1.101404054,1.059046515,0.810209434,0.833280343,-0.815909535,0.933810426,-0.567807842,-0.000478718,1.297380995,0.555533737,0.400035038,-0.23811524,1.570485148,1.084384459,0.35835352,1.454388137,B,Y,0
0.324935692,-0.441113211,0.216396962,0.097850907,-0.075715949,0.037560068,-0.127497487,0.350458382,0.43426365,-0.109193095,0.225788034,0.795234249,0.579377417,-0.466735579,0.431707036,0.291716785,0.120957492,-0.543054843,0.315339931,-0.139232357,C,X,1
1.415052175,0.84617153,0.742567286,0.803001375,1.001756731,1.039922084,1.174563417,0.977287487,-2.520847007,-1.315797408,-0.13362773,-0.646528479,-0.12596113,-0.12168113,0.962413106,-0.120649636,0.491667933,1.326817608,0.332481054,0.206886153,B,Z,1
1.060527093,0.763837437,0.618128782,0.823849182,0.94525415,1.234362029,1.004616132,1.175802831,0.570945695,0.47281507,-1.018253901,-0.13560124,1.026560726,0.573496142,0.725773746,1.166819281,0.654569094,0.314404024,0.569584231,2.301416068,B,Z,0
1.151785718,1.197466903,0.810850788,0.691439356,1.061978956,0.823200229,0.903268273,0.891315914,-1.098679373,1.769913068,0.894458843,2.524509277,0.015993518,-0.147465943,0.42920779,-0.048821682,0.083433433,0.739249866,0.338661768,0.630853642,A,Y,1
1.360188087,0.969745343,0.885929727,0.622070142,1.223848984,1.244771184,0.98450114,0.923992631,0.296572677,-0.0102056,-1.026242375,1.544092664,0.073216858,0.868113723,1.849020228,1.053636486,1.01628086,0.406259256,0.51443624,0.579195978,A,Z,1
-0.159838401,-0.237933332,0.000136564,0.26233869,0.19406324,0.084343387,-0.16982097,0.083810147,-0.379624497,-1.185921599,0.101655762,-0.346863988,0.673839043,0.253401297,0.719798964,-0.106648288,-0.022272432,0.160253206,-0.275340423,0.17742827,C,Y,1
0.988846184,1.039789629,1.287267081,0.822446098,1.404518046,0.93372954,1.490473983,1.053762471,-0.2515519,-0.032874485,-1.063258687,0.71302585,0.769827387,0.562779261,-0.265463816,0.498125733,0.73145639,0.962288933,0.239058293,0.791414035,C,X,1
0.836612866,0.940903936,1.057465781,1.07592793,1.120758104,1.218361068,0.705099463,0.902864251,0.623342301,0.946618308,-0.374390033,1.037171473,0.892741295,-0.034012188,0.063702737,-0.02196049,1.240496202,0.349582357,0.35915584,0.797915932,D,Z,1
-0.00392756,0.085177441,0.142542406,0.219460038,0.205888111,-0.28616624,0.090031127,0.128733751,1.537396731,0.27251799,-1.912851353,-0.658473595,0.672937502,0.068879203,0.232251083,-0.104111355,0.580605701,0.423555604,0.449520766,0.086352208,C,Z,0
0.914139555,0.98764716,0.584882398,0.780945896,1.005838101,1.164820579,0.954445804,1.23144891,0.836991155,0.389945599,-0.3475003,-2.782960432,0.18163472,0.4383442,0.012489308,0.528091959,0.334417867,0.387722479,0.298453855,0.205599217,C,Y,0
0.238129255,-0.105206969,0.246000115,0.205021831,-0.112267599,-0.033016113,-0.181936088,-0.266045251,0.444968315,-0.968128598,0.030140661,0.768194128,-0.087679087,0.144915021,0.7556614,0.482786779,0.220541331,0.652822781,0.632457947,0.112316158,D,X,1
1.179038644,1.000241095,1.097207258,0.459121674,1.20969653,0.935768192,1.321583012,1.020344642,-0.202605773,1.000820498,-0.466618968,0.61043982,0.092204114,0.457516702,1.118309871,0.257990188,0.756523934,-0.360523563,0.777647095,-0.499543906,D,Y,1
0.101567151,-0.265294426,-0.106433713,-0.443669552,-0.235821643,-0.045816206,-0.049576024,-0.10201279,-0.249893736,0.009395355,0.841632256,-0.170172531,0.164816766,-0.636627726,-0.176975694,-0.080713949,0.041647319,-0.233804767,-0.569290367,-0.000204593,D,Y,1
0.849316426,1.207049867,1.02781208,1.117059887,0.564406454,1.150991753,1.166635886,0.749319656,0.80835955,0.579076301,-0.280282713,-0.097620696,0.184777405,0.186749892,0.890504477,0.16350639,1.210946544,0.582520318,0.94010707,0.547632032,D,Z,1
0.993374605,1.262061749,0.993788213,0.852125719,0.878398771,1.254213065,0.730549216,1.564844085,0.46330151,0.31880834,1.419064413,-0.356427121,-0.136606387,0.564723321,0.807052903,0.978704923,-0.615065126,-0.764002295,0.911647497,0.492443205,C,X,1
0.962625671,0.90338779,0.976646817,0.801227465,1.151297671,1.220643514,1.088332513,1.115414437,0.144253522,-0.563209734,-0.713192304,-0.809735467,1.214759829,1.471792044,0.144654004,-0.398571834,0.602706635,0.926530228,0.719755009,1.491256532,A,X,1
1.217749724,1.096537577,0.765224007,1.228858614,0.877673253,1.056610632,0.841845816,0.788935168,-0.81938683,-0.086162104,0.336262951,0.653368384,0.853477505,1.167473364,1.048711344,-0.221444287,1.227704741,-0.066441407,1.485339196,-0.168576105,A,Y,1
-0.399640137,-0.214371447,0.116708861,-0.117978951,-0.224350221,0.017494751,-0.012749057,0.232514734,-1.229526251,0.305085405,0.186068432,-0.601897161,-0.339610969,0.459704214,0.377093981,1.238464567,0.124862744,-0.565544873,-0.442985041,0.91921845,B,Y,1
0.038219814,-0.021460429,-0.303434739,0.322955758,0.128903698,-0.178749204,-0.073440787,0.222526861,-0.423833538,0.97048846,-0.082513519,-0.242666461,-0.814127024,-0.743644897,-0.732353341,-0.690194923,-0.259695661,0.217188461,-0.383040228,0.265244899,A,X,1
1.16355326,1.359042271,1.089894783,0.650858513,1.246744856,1.242425841,0.848799196,1.539665767,-0.953040463,-0.522414728,-1.073091328,0.441035835,0.953989879,0.189334138,0.401853191,-0.386013914,1.629801014,0.508820904,0.109869637,-0.088459946,A,X,1
0.985966858,1.063834902,0.908775835,1.036212549,0.58193942,0.650555667,0.780216749,0.988432678,0.67929382,-1.564973893,-1.742082458,1.603866067,0.01178723,0.909156868,0.325150627,-0.102791176,0.297474524,-0.086908999,1.129522502,-0.683484479,A,Y,1
1.263478813,0.678488027,0.981272762,1.004526171,1.319664362,0.988255915,1.058275797,0.94238744,0.341753921,0.921936378,0.206677629,-0.611515802,1.039213097,0.238982855,0.334973632,1.257698375,0.289111568,0.950571815,-0.252785671,0.901474963,D,X,0
1.015201078,1.080858951,1.009200549,0.942641153,0.844196116,1.154647997,1.002376087,1.343672799,1.493709759,0.894930062,-0.573703144,-0.089335865,0.458556508,0.459360226,1.022603791,0.928661096,1.098747258,0.419436257,0.40235271,1.200534678,A,Z,0
0.908580749,0.938303442,0.784524785,0.880466463,0.960475906,0.964501623,1.269827021,0.998168192,-0.568876975,-2.810628317,0.913711652,-0.266547304,1.055572608,0.605690327,0.106120871,-0.175773727,0.457664551,-0.239932453,0.698135782,0.714544202,A,Y,0
-0.004839121,-0.0604091,-0.078705971,-0.115283915,-0.068364364,0.053610086,-0.161105337,0.020508288,-1.384518019,0.095350274,-0.286721695,0.156090738,0.183659694,0.28828056,0.271762166,-0.090275145,-0.162710636,0.351578158,-0.252302298,0.085368555,D,Y,1
0.255690373,0.073928438,0.065901747,-0.188511601,-0.074653649,0.212028764,-0.093237722,-0.234774665,0.160268857,-0.041491105,0.548700476,-0.977072146,0.254381666,-0.399871444,-0.12210752,0.335629833,-0.011921884,-0.444626081,-0.321624216,0.123542828,B,X,0
